Houston Rockets,HOU @ OKC,3/13/2012,W,240,104,41,89,46.1,10,24,41.7,12,14,85.7,11,26,37,25,7,6,11,17,1
Houston Rockets,HOU vs. CHA,3/14/2012,W,240,107,45,84,53.6,6,9,66.7,11,17,64.7,10,36,46,27,9,5,18,16,20
Houston Rockets,HOU @ LAC,3/17/2012,L,240,91,35,72,48.6,6,20,30,15,18,83.3,6,29,35,25,7,1,17,25,-4
Houston Rockets,HOU @ PHX,3/18/2012,L,240,86,35,82,42.7,1,11,9.1,15,22,68.2,15,33,48,19,6,2,16,20,-13
Houston Rockets,HOU vs. LAL,3/20/2012,W,240,107,39,80,48.8,9,20,45,20,27,74.1,16,24,40,24,9,5,18,18,3
Houston Rockets,HOU vs. GSW,3/22/2012,W,240,109,40,85,47.1,6,17,35.3,23,27,85.2,14,34,48,23,8,6,15,15,26
Houston Rockets,HOU vs. DAL,3/24/2012,L,265,99,37,96,38.5,9,25,36,16,18,88.9,16,36,52,20,5,7,9,22,-2
Houston Rockets,HOU vs. SAC,3/26/2012,W,265,113,43,89,48.3,4,20,20,23,27,85.2,13,36,49,27,6,9,19,21,7
Houston Rockets,HOU @ DAL,3/27/2012,L,240,81,33,79,41.8,6,21,28.6,9,12,75,4,35,39,17,10,1,13,22,-9
Houston Rockets,HOU vs. MEM,3/30/2012,W,240,98,38,73,52.1,7,14,50,15,20,75,7,35,42,18,5,9,16,21,9
Houston Rockets,HOU vs. IND,4/1/2012,L,265,102,44,101,43.6,9,21,42.9,5,10,50,18,26,44,25,8,7,9,23,-2
Houston Rockets,HOU @ CHI,4/2/2012,W,240,99,42,89,47.2,4,13,30.8,11,14,78.6,13,25,38,23,11,5,8,18,6
Houston Rockets,HOU @ LAL,4/6/2012,W,240,112,42,88,47.7,10,17,58.8,18,22,81.8,9,26,35,24,9,3,15,24,5
Houston Rockets,HOU @ SAC,4/8/2012,W,240,104,42,93,45.2,9,22,40.9,11,13,84.6,16,30,46,29,10,4,11,21,17
Houston Rockets,HOU @ POR,4/9/2012,W,240,94,37,80,46.3,10,19,52.6,10,13,76.9,7,31,38,22,10,2,15,19,5
Houston Rockets,HOU vs. UTA,4/11/2012,L,240,91,31,87,35.6,4,20,20,25,29,86.2,14,32,46,21,6,5,9,17,-12
Houston Rockets,HOU vs. PHX,4/13/2012,L,240,105,36,84,42.9,4,19,21.1,29,33,87.9,12,27,39,24,8,7,15,26,-7
Houston Rockets,HOU @ DEN,4/15/2012,L,240,86,32,87,36.8,10,26,38.5,12,20,60,12,29,41,17,9,5,19,17,-15
Houston Rockets,HOU vs. DEN,4/16/2012,L,240,102,40,94,42.6,8,29,27.6,14,17,82.4,15,33,48,25,6,11,12,21,-3
Houston Rockets,HOU @ DAL,4/18/2012,L,240,110,43,86,50,12,28,42.9,12,15,80,13,28,41,23,7,1,12,24,-7
Houston Rockets,HOU @ NOH,4/19/2012,L,265,99,37,89,41.6,11,31,35.5,14,25,56,9,31,40,25,8,2,12,24,-6
Houston Rockets,HOU vs. GSW,4/21/2012,W,240,99,40,84,47.6,10,26,38.5,9,15,60,15,25,40,22,11,5,13,20,3
Houston Rockets,HOU @ MIA,4/22/2012,L,240,88,35,76,46.1,7,20,35,11,13,84.6,7,30,37,17,9,4,19,19,-9
Houston Rockets,HOU vs. NOH,4/26/2012,W,240,84,32,91,35.2,9,28,32.1,11,14,78.6,16,40,56,21,7,5,11,21,7
